Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.54,0,0,25.97
,Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
4934.10,681,42,17.61
4939.17,706,46,17.95
4944.24,685,43,17.61
4949.31,656,39,17.95
4954.38,650,38,17.61
4959.45,647,37,17.61
4964.52,650,38,17.61
4969.60,643,37,17.61
4974.67,637,36,17.61
4979.74,647,37,17.61
4984.81,741,51,17.61
4989.88,1060,100,17.61
4994.95,960,85,17.61
5000.03,998,91,17.95
5005.10,830,65,17.95
5010.17,763,55,17.95
5015.24,735,51,17.95
5020.31,735,51,17.95
5025.38,696,45,17.95
5030.45,685,43,17.95
5035.52,681,42,17.95
5040.60,669,40,17.61
5045.67,665,40,17.61
5050.74,647,37,17.61
5055.81,643,37,17.61
5060.88,643,37,17.61
5065.95,643,37,17.61
5071.02,643,37,17.61
5076.10,637,36,17.61
5081.17,647,37,17.61
5086.24,630,35,17.61
5091.31,625,34,17.27
5096.38,620,33,17.27
5101.45,625,34,17.27
5106.52,625,34,17.27
5111.59,620,33,17.27
5116.66,606,31,17.27
5121.74,606,31,17.27
5126.81,606,31,17.27
5131.88,606,31,17.27
5136.95,606,31,17.27
5142.02,606,31,17.27
5147.09,606,31,17.27
5152.16,603,30,17.27
5157.24,603,30,17.27
5162.31,606,31,17.27
5167.38,603,30,16.94
5172.45,606,31,16.94
5177.52,603,30,16.94
5182.60,603,30,16.94
5187.67,603,30,16.94
5192.74,637,36,16.94
5197.81,637,36,17.27
5202.88,656,39,16.94
5207.95,665,40,17.27
5213.02,643,37,16.94
5218.10,637,36,17.27
5223.17,669,40,16.94
5228.24,643,37,16.94
5233.31,637,36,16.94
5238.38,637,36,17.27
5243.45,681,42,17.27
5248.52,728,49,17.27
5253.60,685,43,17.27
5258.67,675,41,17.27
5263.74,669,40,17.27
5268.81,681,42,17.27
5273.88,696,45,17.27
5278.95,696,45,17.27
5284.02,685,43,17.27
5289.10,681,42,17.27
5294.17,665,40,17.27
5299.24,665,40,17.27
5304.31,675,41,17.27
5309.39,681,42,17.27
5314.46,696,45,17.27
5319.53,685,43,17.27
5324.60,681,42,17.27
5329.67,700,45,16.94
5334.74,696,45,17.27
5339.81,696,45,17.27
5344.88,696,45,17.27
5349.96,706,46,17.27
5355.03,719,48,17.27
5360.10,719,48,17.27
5365.17,711,47,17.27
5370.24,780,57,17.27
5375.31,741,51,17.27
5380.39,719,48,17.27
5385.46,711,47,17.27
5390.53,763,55,17.27
5395.60,855,69,17.27
5400.67,741,51,17.27
5405.75,696,45,17.27
5410.82,711,47,17.27
5415.89,685,43,17.27
5420.97,675,41,17.27
5426.04,656,39,17.27
5431.11,685,43,17.27
5436.18,741,51,17.27
5441.25,719,48,17.27
5446.33,685,43,17.27
5451.40,665,40,17.27
5456.47,665,40,17.27
5461.54,665,40,17.27
5466.61,665,40,17.27
5471.69,675,41,17.27
5476.76,665,40,16.94
5481.83,650,38,17.27
5486.90,675,41,16.94
5491.97,656,39,16.94
5497.04,637,36,16.94
5502.12,656,39,16.94
5507.19,650,38,16.94
5512.26,643,37,16.94
5517.33,630,35,16.94
5522.40,643,37,16.94
5527.47,625,34,16.94
5532.55,620,33,16.94
5537.62,620,33,16.94
5542.69,617,33,16.94
5547.77,637,36,16.94
5552.84,647,37,16.94
5557.91,665,40,16.94
5562.98,643,37,16.94
5568.05,637,36,16.94
5573.13,630,35,16.94
5578.20,617,33,16.94
5583.27,681,42,16.94
5588.34,637,36,16.94
5593.41,735,51,16.94
5598.49,1060,100,17.27
5603.56,1354,145,17.27
5608.63,1600,182,17.27
5613.70,1640,188,17.27
5618.78,3038,401,17.61
5623.85,3875,529,17.61
5628.92,1897,228,17.61
5633.99,1640,188,17.61
5639.07,1463,161,17.61
5644.14,2114,261,17.95
5649.21,2513,321,17.95
5654.29,1463,161,17.95
5659.36,1227,125,17.95
5664.43,1050,99,17.95
5669.50,1004,92,17.95
5674.57,941,82,17.95
5679.65,915,78,17.95
5684.72,905,76,17.95
5689.79,855,69,17.95
5694.86,821,64,17.95
5699.94,802,61,17.95
5705.01,872,71,17.95
5710.08,795,60,17.95
5715.15,795,60,17.95
5720.23,774,56,17.95
5725.30,795,60,17.95
5730.37,767,55,17.95
5735.44,787,58,17.95
5740.51,763,55,17.95
5745.58,741,51,17.95
5750.66,711,47,17.95
5755.73,711,47,17.95
5760.80,728,49,17.95
5765.88,728,49,17.95
5770.95,735,51,17.61
5776.02,685,43,17.61
5781.10,728,49,17.61
5786.17,685,43,17.61
5791.24,675,41,17.61
5796.31,665,40,17.61
5801.38,669,40,17.61
5806.46,821,64,17.61
5811.53,696,45,17.61
5816.60,669,40,17.61
5821.67,711,47,17.61
5826.74,706,46,17.61
5831.82,711,47,17.61
5836.89,685,43,17.61
5841.96,665,40,17.27
5847.03,669,40,17.61
5852.10,647,37,17.61
5857.18,625,34,17.27
5862.25,630,35,17.27
5867.32,630,35,17.27
5872.39,630,35,17.27
5877.46,625,34,17.27
5882.54,606,31,17.27
5887.61,600,30,17.27
5892.69,617,33,17.27
5897.76,889,74,17.61
5902.83,719,48,17.61
5907.90,675,41,17.61
5912.97,637,36,17.61
5918.05,630,35,17.27
5923.12,630,35,17.27
5928.19,625,34,17.27
5933.26,625,34,17.27
5938.34,637,36,17.27
5943.41,630,35,17.27
5948.48,637,36,17.27
5953.55,625,34,17.27
5958.62,637,36,17.27
5963.70,630,35,17.27
5968.77,606,31,17.27
5973.84,606,31,17.27
5978.91,603,30,17.27
5983.98,600,30,17.27
5989.06,594,29,17.27
5994.13,603,30,17.27
5999.20,606,31,17.27
6004.28,617,33,17.27
6009.35,606,31,17.27
6014.42,617,33,17.27
6019.49,617,33,17.27
6024.56,606,31,17.27
6029.64,620,33,17.27
6034.71,700,45,17.27
6039.78,711,47,17.27
6044.85,830,65,17.27
6049.92,3720,505,17.61
6055.00,1126,110,17.61
6060.07,863,70,17.61
6065.14,806,61,17.61
6070.22,806,61,17.61
6075.29,774,56,17.61
6080.36,780,57,17.61
6085.43,728,49,17.27
6090.50,719,48,17.27
6095.58,685,43,17.27
6100.65,719,48,17.27
6105.72,696,45,17.27
6110.79,656,39,17.27
6115.87,656,39,17.27
6120.94,647,37,17.27
6126.01,637,36,17.27
6131.09,637,36,17.27
6136.16,643,37,17.27
6141.23,637,36,17.27
6146.30,630,35,16.94
6151.37,620,33,17.27
6156.45,617,33,16.94
6161.52,603,30,16.94
6166.59,603,30,16.94
6171.67,603,30,16.94
6176.74,600,30,16.94
6181.81,603,30,16.94
6186.88,647,37,16.94
6192.03,620,33,16.94
6197.10,603,30,16.94
6202.17,594,29,16.61
6207.24,594,29,16.61
6212.32,590,28,16.61
6217.39,590,28,16.61
6222.46,590,28,16.61
6227.54,590,28,16.61
6232.61,590,28,16.61
6237.68,600,30,16.61
6242.76,594,29,16.61
6247.90,594,29,16.61
6252.97,594,29,16.61
6258.04,590,28,16.61
6263.12,590,28,16.61
6268.19,594,29,16.61
6273.26,590,28,16.61
6278.33,584,28,16.61
6283.40,590,28,16.61
6288.48,590,28,16.61
6293.55,590,28,16.61
6298.62,584,28,16.61
6303.69,584,28,16.61
6308.76,584,28,16.61
6313.83,584,28,16.61
6318.90,584,28,16.61
6323.98,578,27,16.61
6329.05,584,28,16.94
6334.12,584,28,16.61
6339.19,584,28,16.61
6344.26,578,27,16.61
6349.33,578,27,16.61
6354.41,590,28,16.61
6359.48,584,28,16.61
6364.55,584,28,16.61
6369.63,590,28,16.61
6374.70,600,30,16.61
6379.77,606,31,16.61
6384.84,603,30,16.61
6389.91,625,34,16.61
6394.98,600,30,16.94
6400.05,594,29,16.61
6405.13,590,28,16.94
6410.20,603,30,16.94
6415.27,625,34,16.94
6420.34,617,33,16.94
6425.41,617,33,16.94
6430.48,606,31,16.94
6435.55,600,30,16.94
6440.62,590,28,16.61
6445.70,594,29,16.61
6450.77,606,31,16.94
6455.84,606,31,16.94
6460.91,620,33,16.94
6465.98,625,34,16.94
6471.05,606,31,16.94
6476.13,603,30,16.94
6481.20,600,30,16.94
6486.27,594,29,16.94
6491.34,594,29,16.94
6496.41,594,29,16.94
6501.48,590,28,16.61
6506.56,590,28,16.94
6511.63,590,28,16.61
6516.70,584,28,16.94
6521.77,584,28,16.61
6526.85,584,28,16.61
6531.92,590,28,16.61
6536.99,590,28,16.61
6542.06,594,29,16.61
6547.13,600,30,16.61
6552.20,600,30,16.61
6557.28,600,30,16.61
6562.35,617,33,16.28
6567.42,620,33,16.28
6572.49,617,33,16.28
6577.56,617,33,16.61
6582.63,606,31,16.61
6587.70,617,33,16.61
6592.78,637,36,16.61
6597.85,643,37,16.28
6602.92,637,36,16.61
6607.99,643,37,16.28
6613.06,643,37,16.28
6618.14,650,38,16.28
6623.21,647,37,16.28
6628.28,650,38,16.61
6633.35,675,41,16.61
6638.42,700,45,16.28
6643.50,681,42,16.28
6648.57,675,41,16.28
6653.64,675,41,16.28
6658.71,675,41,16.28
6663.78,741,51,16.28
6668.85,774,56,16.28
6673.92,749,53,16.28
6679.00,763,55,16.28
6684.07,754,53,16.28
6689.14,763,55,16.28
6694.21,767,55,16.28
6699.28,787,58,16.28
6704.36,780,57,16.61
6709.43,774,56,16.28
6714.50,767,55,16.61
6719.57,795,60,16.61
6724.64,806,61,16.61
6729.72,817,63,16.28
6734.79,795,60,16.61
6739.86,774,56,16.61
6744.93,787,58,16.61
6750.00,787,58,16.61
6755.07,802,61,16.61
6760.15,897,75,16.61
6765.22,855,69,16.61
6770.29,889,74,16.61
6775.36,855,69,16.28
6780.43,855,69,16.61
6785.50,821,64,16.28
6790.57,821,64,16.28
6795.65,846,67,16.28
6800.72,838,66,16.61
6805.79,838,66,16.61
6810.86,802,61,16.28
6815.93,821,64,16.28
6821.00,830,65,16.28
6826.08,830,65,16.28
6831.15,817,63,16.28
6836.23,817,63,16.28
6841.30,838,66,16.61
6846.37,846,67,16.28
6851.44,846,67,16.61
6856.51,846,67,16.61
6861.58,806,61,16.61
6866.66,855,69,16.28
6871.73,855,69,16.61
6876.80,855,69,16.61
6881.87,1060,100,16.61
6886.94,889,74,16.61
6892.01,941,82,16.61
6897.08,872,71,16.61
6902.16,846,67,16.61
6907.23,846,67,16.61
6912.30,838,66,16.61
6917.37,863,70,16.61
6922.44,889,74,16.61
6927.52,1136,112,16.61
6932.59,941,82,16.61
6937.66,915,78,16.61
6942.73,905,76,16.61
6947.80,915,78,16.61
6952.88,897,75,16.61
6957.95,897,75,16.61
6963.02,930,80,16.61
6968.09,905,76,16.61
6973.16,915,78,16.61
6978.23,921,79,16.61
6983.31,930,80,16.61
6988.38,921,79,16.61
6993.45,930,80,16.61
6998.52,930,80,16.61
7003.59,930,80,16.61
7008.67,930,80,16.61
7013.74,946,83,16.61
7018.81,1060,100,16.61
7023.88,974,87,16.61
7028.95,974,87,16.61
7034.02,1004,92,16.28
7039.10,985,89,16.28
7044.17,970,86,16.28
7049.24,974,87,16.28
7054.31,998,91,16.28
7059.38,985,89,16.28
7064.46,974,87,16.28
7069.53,974,87,16.28
7074.60,985,89,16.28
7079.67,1004,92,16.28
7084.74,1060,100,16.28
7089.82,1004,92,16.28
7094.89,1004,92,16.28
7099.96,998,91,16.28
7105.03,998,91,16.61
7110.10,998,91,16.61
7115.17,998,91,16.61
7120.25,998,91,16.28
7125.32,998,91,16.28
7130.39,998,91,16.28
7135.46,1004,92,16.28
7140.53,1013,93,16.28
7145.61,1029,95,16.28
7150.68,1045,98,16.28
7155.75,1050,99,16.28
7160.82,1071,102,16.28
7165.89,1071,102,16.28
7170.96,1050,99,16.61
7176.04,1050,99,16.61
7181.12,1045,98,16.61
7186.19,1045,98,16.28
7191.26,1029,95,16.28
7196.33,1060,100,16.61
7201.40,1060,100,16.61
7206.48,1060,100,16.28
7211.55,1060,100,16.61
7216.62,1060,100,16.61
7221.69,1082,103,16.61
7226.76,1092,105,16.61
7231.83,1102,106,16.61
7236.91,1092,105,16.61
7241.98,1092,105,16.61
7247.05,1092,105,16.61
7252.12,1092,105,16.61
7257.19,1102,106,16.61
7262.27,1147,113,16.28
7267.34,1227,125,16.28
7272.41,1206,122,16.28
7277.48,1232,126,16.28
7282.55,1227,125,16.28
7287.63,1227,125,16.28
7292.70,1206,122,16.28
7297.77,1257,130,16.28
7302.84,1282,134,16.61
7307.92,1308,138,16.28
7312.99,1295,136,16.61
7318.06,1257,130,16.61
7323.13,1245,128,16.28
7328.20,1232,126,16.28
7333.27,1232,126,16.61
7338.35,1227,125,16.28
7343.42,1206,122,16.28
7348.49,1183,119,16.28
7353.56,1156,115,16.28
7358.63,1110,108,16.28
7363.70,1102,106,16.28
7368.77,1110,108,16.28
7373.85,1102,106,16.28
7378.92,1102,106,16.28
7383.99,1102,106,16.28
7389.06,1110,108,16.61
7394.14,1110,108,16.61
7399.21,1126,110,16.61
7404.28,1110,108,16.61
7409.35,1126,110,16.61
7414.42,1126,110,16.61
7419.50,1102,106,16.61
7424.57,1060,100,16.28
7429.64,1071,102,16.28
7434.71,1060,100,16.61
7439.78,1092,105,16.28
7444.86,1092,105,16.61
7449.93,1082,103,16.28
7455.00,1060,100,16.28
7460.07,1082,103,16.61
7465.14,1082,103,16.61
7470.21,1082,103,16.61
7475.29,1082,103,16.61
7480.36,1071,102,16.61
7485.43,1082,103,16.61
7490.50,1092,105,16.61
7495.57,1082,103,16.61
7500.64,1060,100,16.61
7505.97,1050,99,16.61
7511.26,1050,99,16.61
7516.35,941,82,16.61
7521.42,946,83,16.28
7526.50,985,89,16.28
7531.57,974,87,16.28
7536.64,1013,93,16.28
7541.71,1013,93,16.28
7546.78,1029,95,16.28
7551.85,1004,92,16.28
7556.92,985,89,16.28
7562.00,985,89,16.61
7567.07,974,87,16.61
7572.14,998,91,16.61
7577.21,998,91,16.61
7582.28,1004,92,16.61
7587.35,970,86,16.61
7592.42,970,86,16.61
7597.50,960,85,16.61
7602.57,941,82,16.61
7607.64,946,83,16.61
7612.71,941,82,16.61
7617.78,941,82,16.61
7622.86,998,91,16.61
7627.93,1060,100,16.94
7633.00,998,91,16.94
7638.07,946,83,16.94
7643.14,905,76,16.94
7648.22,897,75,16.61
7653.29,889,74,16.94
7658.36,921,79,16.94
7663.43,905,76,16.94
7668.51,889,74,16.94
7673.58,863,70,16.61
7678.65,855,69,16.61
7683.73,855,69,16.61
7688.80,855,69,16.61
7693.87,855,69,16.94
7698.94,863,70,16.94
7704.01,855,69,16.94
7709.09,930,80,16.94
7714.16,838,66,16.94
7719.23,821,64,16.94
7724.30,830,65,16.94
7729.38,830,65,16.61
7734.45,838,66,16.94
7739.52,830,65,16.94
7744.59,821,64,16.94
7749.67,838,66,16.94
7754.74,855,69,16.94
7759.81,855,69,16.94
7764.88,855,69,16.94
7769.95,872,71,16.94
7775.03,838,66,16.94
7780.10,821,64,16.61
7785.17,806,61,16.94
7790.24,795,60,16.94
7795.31,795,60,16.61
7800.38,787,58,16.94
7805.46,754,53,16.61
7810.53,749,53,16.61
7815.60,763,55,16.61
7820.67,774,56,16.61
7825.75,774,56,16.61
7830.82,767,55,16.61
7835.90,763,55,16.61
7840.97,741,51,16.61
7846.04,728,49,16.61
7851.11,728,49,16.61
7856.19,735,51,16.94
7861.26,749,53,16.94
7866.33,735,51,16.94
7871.40,728,49,16.61
7876.48,749,53,16.94
7881.55,749,53,16.94
7886.62,749,53,16.94
7891.69,735,51,16.94
7896.76,735,51,16.94
7901.83,735,51,16.94
7906.91,741,51,16.94
7911.98,749,53,16.94
7917.05,741,51,16.94
7922.12,741,51,16.61
7927.19,741,51,16.61
7932.27,741,51,16.61
7937.34,735,51,16.61
7942.41,741,51,16.61
7947.48,741,51,16.61
7952.55,749,53,16.61
7957.63,763,55,16.61
7962.70,754,53,16.61
7967.77,754,53,16.61
7972.84,741,51,16.61
7977.92,728,49,16.61
7982.99,711,47,16.61
7988.07,711,47,16.61
7993.14,700,45,16.61
7998.21,696,45,16.61
8003.28,787,58,16.61
8008.35,711,47,16.61
8013.43,700,45,16.61
8018.50,706,46,16.61
8023.57,706,46,16.61
8028.65,696,45,16.61
8033.72,685,43,16.61
8038.79,685,43,16.61
8043.86,681,42,16.61
8048.93,685,43,16.94
8054.00,685,43,16.94
8059.08,669,40,16.61
8064.15,665,40,16.61
8069.22,665,40,16.61
8074.29,647,37,16.61
8079.37,643,37,16.61
8084.44,643,37,16.61
8089.51,643,37,16.61
8094.59,643,37,16.61
8099.66,647,37,16.61
8104.73,643,37,16.61
8109.80,647,37,16.61
8114.87,647,37,16.61
8119.95,650,38,16.61
8125.02,665,40,16.61
8130.09,665,40,16.61
8135.17,656,39,16.61
8140.24,656,39,16.61
8145.31,656,39,16.61
8150.39,650,38,16.61
8155.46,647,37,16.61
8160.53,650,38,16.61
8165.60,656,39,16.61
8170.68,669,40,16.61
8175.75,665,40,16.61
8180.82,656,39,16.61
8185.89,650,38,16.61
8190.96,665,40,16.61
8196.04,650,38,16.61
8201.11,650,38,16.28
8206.18,656,39,16.28
8211.25,656,39,16.61
8216.33,647,37,16.61
8221.40,675,41,16.61
8226.47,681,42,16.28
8231.62,700,45,16.61
8236.69,696,45,16.61
8241.76,685,43,16.61
8246.83,696,45,16.61
8251.90,685,43,16.61
8256.97,685,43,16.61
8262.05,711,47,16.61
8267.12,711,47,16.61
8272.19,706,46,16.61
8277.26,700,45,16.61
8282.33,719,48,16.61
8287.41,735,51,16.61
8292.48,719,48,16.61
8297.56,728,49,16.61
8302.63,735,51,16.61
8307.70,735,51,16.61
8312.77,728,49,16.61
8317.92,719,48,16.61
8322.99,719,48,16.61
8328.07,706,46,16.61
8333.14,700,45,16.61
8338.21,696,45,16.61
8343.28,711,47,16.61
8348.35,711,47,16.61
8353.42,706,46,16.61
8358.49,706,46,16.61
8363.57,700,45,16.94
8368.64,706,46,16.94
8373.71,728,49,16.94
8378.78,749,53,16.94
8383.85,763,55,16.61
8388.92,780,57,16.61
8394.00,780,57,16.61
8399.07,846,67,16.61
8404.14,1102,106,16.61
8409.21,1045,98,16.61
8414.28,998,91,16.94
8419.35,1013,93,16.94
8424.42,2094,258,16.94
8429.50,1110,108,16.94
8434.57,897,75,16.94
8439.64,846,67,17.27
8444.72,821,64,17.27
8449.79,882,73,17.27
8454.86,863,70,16.94
8459.94,821,64,16.94
8465.01,795,60,16.94
8470.08,787,58,16.94
8475.15,806,61,16.94
8480.22,780,57,16.94
8485.29,749,53,16.94
8490.37,802,61,17.27
8495.44,741,51,17.27
8500.51,700,45,16.94
8505.58,696,45,16.94
8510.65,696,45,16.94
8515.73,685,43,16.94
8520.80,675,41,16.94
8525.87,669,40,16.94
8530.94,665,40,16.94
8536.01,681,42,16.61
8541.08,681,42,16.61
8546.16,656,39,16.61
8551.23,647,37,16.61
8556.30,647,37,16.61
8561.37,647,37,16.61
8566.45,650,38,16.61
8571.52,656,39,16.94
8576.59,665,40,16.61
8581.66,650,38,16.61
8586.73,650,38,16.61
8591.80,647,37,16.94
8596.88,647,37,16.61
8601.95,643,37,16.94
8607.03,643,37,16.94
8612.10,647,37,16.94
8617.17,643,37,16.61
8622.24,643,37,16.61
8627.31,656,39,16.94
8632.38,650,38,16.94
8637.46,650,38,16.61
8642.53,665,40,16.61
8647.60,647,37,16.61
8652.67,656,39,16.61
8657.74,700,45,16.94
8662.81,700,45,16.94
8667.88,706,46,16.94
8672.96,696,45,16.61
8678.03,665,40,16.61
8683.10,650,38,16.61
8688.17,665,40,16.61
8693.25,656,39,16.61
8698.32,728,49,16.61
8703.39,711,47,16.61
8708.46,696,45,16.61
8713.53,711,47,16.94
8718.60,754,53,16.94
8723.67,685,43,16.94
8728.75,665,40,16.94
8733.82,650,38,16.94
8738.89,706,46,16.94
8743.96,719,48,16.94
8749.04,754,53,16.94
8754.11,741,51,17.27
8759.18,711,47,17.27
8764.25,706,46,16.94
8769.32,685,43,17.27
8774.39,706,46,17.27
8779.47,681,42,17.27
8784.54,681,42,17.27
8789.61,696,45,17.27
8794.68,719,48,17.27
8799.76,728,49,17.27
8804.83,700,45,17.27
8809.90,681,42,17.27
8814.97,669,40,16.94
8820.04,665,40,16.94
8825.11,669,40,16.94
8830.18,665,40,16.94
8835.26,656,39,16.94
8840.33,656,39,16.61
8845.40,650,38,16.61
8850.47,650,38,16.94
8855.54,650,38,16.61
8860.61,656,39,16.61
8865.68,656,39,16.94
8870.76,650,38,16.94
8875.83,647,37,16.61
8880.90,650,38,16.94
8885.97,650,38,16.61
8891.04,650,38,16.61
8896.11,647,37,16.61
8901.18,650,38,16.61
8906.26,650,38,16.61
8911.33,650,38,16.61
8916.41,650,38,16.61
8921.48,650,38,16.61
8926.55,665,40,16.61
8931.62,650,38,16.61
8936.69,647,37,16.61
8941.76,656,39,16.61
8946.84,656,39,16.61
8951.91,656,39,16.61
8956.98,656,39,16.61
8962.05,665,40,16.61
8967.12,665,40,16.61
8972.19,650,38,16.61
8977.26,656,39,16.61
8982.33,656,39,16.61
8987.41,656,39,16.28
8992.48,650,38,16.28
8997.55,656,39,16.28
9002.62,669,40,16.61
9007.69,802,61,16.61
9012.77,719,48,16.61
9017.84,711,47,16.61
9022.91,754,53,16.28
9027.98,685,43,16.28
9033.05,685,43,15.85
9038.13,675,41,15.85
9043.20,685,43,16.28
9048.27,696,45,16.28
9053.34,700,45,16.28
9058.42,787,58,16.61
9063.49,711,47,16.61
9068.56,728,49,16.61
9073.63,728,49,16.61
9078.70,719,48,16.61
9083.78,719,48,16.61
9088.85,749,53,16.61
9093.92,855,69,16.61
9098.99,780,57,16.61
9104.06,749,53,16.61
9109.13,735,51,16.61
9114.21,728,49,16.61
9119.28,719,48,16.61
9124.35,706,46,16.61
9129.42,706,46,16.61
9134.49,802,61,16.61
9139.56,780,57,16.61
9144.63,855,69,16.61
9149.70,754,53,16.61
9154.78,795,60,16.61
9159.85,855,69,16.61
9164.92,974,87,16.94
9169.99,1092,105,16.94
9175.06,941,82,16.94
9180.13,1156,115,16.94
9185.20,998,91,16.94
9190.27,974,87,17.27
9195.34,1232,126,17.27
9200.42,897,75,17.27
9205.49,872,71,17.27
9210.56,872,71,17.27
9215.63,830,65,17.27
9220.71,817,63,17.27
9225.78,817,63,16.94
9230.85,817,63,16.94
9235.92,838,66,17.27
9240.99,817,63,17.27
9246.06,806,61,17.27
9251.13,787,58,17.27
9256.21,774,56,17.27
9261.28,795,60,17.27
9266.35,780,57,17.27
9271.42,1013,93,17.27
9276.50,1694,197,17.27
9281.57,1872,224,17.27
9286.64,1769,208,17.27
9291.71,2569,330,17.61
9296.78,1530,172,17.61
9301.85,2009,245,17.61
9306.92,1477,164,17.61
9312.00,1245,128,17.61
9317.07,1206,122,17.61
9322.14,1499,167,17.61
9327.21,1183,119,17.61
9332.28,1110,108,17.61
9337.35,1463,161,17.61
9342.42,1835,218,17.61
9347.50,1944,235,17.95
9352.57,1515,169,17.95
9357.64,1232,126,17.95
9362.71,1126,110,17.95
9367.79,1082,103,17.95
9372.86,1147,113,17.95
9377.93,1156,115,17.95
9383.00,1029,95,17.61
9388.08,985,89,17.95
9393.15,998,91,17.61
9398.22,1082,103,17.95
9403.29,970,86,17.61
9408.36,970,86,17.61
9413.43,946,83,17.61
9418.50,905,76,17.61
9423.58,897,75,17.61
9428.65,889,74,17.61
9433.72,882,73,17.61
9438.79,863,70,17.61
9443.86,1004,92,17.95
9448.93,1445,159,17.95
9454.00,2962,390,17.95
9459.07,2072,254,17.95
9464.14,1275,133,17.95
9469.22,1126,110,17.95
9474.29,1413,154,17.95
9479.36,1944,235,17.95
9484.43,1430,156,17.95
9489.50,1183,119,17.95
9494.58,1102,106,17.95
9499.65,1060,100,17.95
9504.72,1045,98,17.95
9509.79,1445,159,17.95
9514.86,1463,161,17.95
9519.94,1245,128,17.95
9525.01,1585,180,17.95
9530.08,1282,134,17.95
9535.15,1110,108,17.61
9540.22,1045,98,17.61
9545.30,1126,110,17.27
9550.37,1060,100,17.27
9555.44,1050,99,17.61
9560.51,1183,119,17.61
9565.58,1711,199,17.61
9570.65,3331,446,17.61
9575.72,1354,145,17.61
9580.80,1172,117,17.61
9585.87,1110,108,17.61
9590.94,1060,100,17.61
9596.01,1092,105,17.61
9601.09,1004,92,17.61
9606.16,970,86,17.61
9611.23,985,89,17.61
9616.30,941,82,17.61
9621.37,921,79,17.61
9626.44,915,78,17.61
9631.51,915,78,17.61
9636.59,941,82,17.61
9641.66,1640,188,17.61
9646.73,1925,232,17.61
9651.80,1308,138,17.61
9656.87,1819,216,17.61
9661.94,2272,285,17.95
9667.01,1694,197,17.95
9672.09,1854,221,17.95
9677.16,1819,216,17.61
9682.24,1400,152,17.61
9687.31,1354,145,17.61
9692.38,2741,356,17.95
9697.45,2388,302,17.61
9702.52,1553,175,17.61
9707.59,1295,136,17.61
9712.67,1227,125,17.61
9717.74,1172,117,17.61
9722.81,1147,113,17.61
9727.88,1102,106,17.61
9732.95,1060,100,17.61
9738.02,1060,100,17.61
9743.10,1282,134,17.61
9748.17,1126,110,17.61
9753.24,1050,99,17.61
9758.31,985,89,17.61
9763.38,1004,92,17.61
9768.45,970,86,17.61
9773.52,1600,182,17.61
9778.59,1515,169,17.61
9783.67,1183,119,17.61
9788.74,1071,102,17.61
9793.81,1050,99,17.61
9798.88,1004,92,17.61
9803.95,1004,92,17.61
9809.02,998,91,17.61
9814.09,960,85,17.61
9819.17,941,82,17.61
9824.24,930,80,17.61
9829.32,946,83,17.61
9834.39,946,83,17.61
9839.46,921,79,17.61
9844.53,941,82,17.61
9849.60,941,82,17.61
9854.67,930,80,17.61
9859.75,889,74,17.61
9864.82,921,79,17.61
9869.89,915,78,17.61
9874.96,889,74,17.61
9880.03,1126,110,17.61
9885.10,1970,239,17.61
9890.17,2882,378,17.61
9895.25,3563,481,17.95
9900.32,1640,188,17.95
9905.39,1370,147,17.95
9910.46,1308,138,17.61
9915.53,1245,128,17.61
9920.61,1854,221,17.95
9925.68,1658,191,17.95
9930.75,3083,408,17.95
9935.82,2033,248,17.95
9940.89,1413,154,17.95
9945.96,1430,156,17.95
9951.04,1282,134,17.95
9956.11,1227,125,17.95
9961.18,1172,117,17.95
9966.25,1156,115,17.95
9971.32,1925,232,17.95
9976.39,2033,248,17.95
9981.47,1640,188,17.95
9986.54,1257,130,17.95
9991.62,1172,117,17.95
9996.69,1341,143,17.95
10001.76,1136,112,17.95
10006.83,1092,105,17.95
10011.90,1147,113,17.95
10016.97,1050,99,17.95
10022.05,2072,254,17.95
10027.12,1658,191,17.95
10032.19,1530,172,17.95
10037.26,3563,481,17.95
10042.33,1819,216,17.95
10047.41,1308,138,17.95
10052.48,1463,161,17.95
10057.55,1257,130,17.95
10062.62,1232,126,17.61
10067.69,1227,125,17.95
10072.76,1092,105,17.95
10077.84,1050,99,17.95
10082.91,998,91,17.61
10087.98,974,87,17.61
10093.05,985,89,17.61
10098.12,1147,113,17.61
10103.20,1295,136,17.61
10108.27,1585,180,17.95
10113.34,2359,298,17.95
10118.41,1769,208,17.95
10123.48,1400,152,17.95
10128.55,1897,228,17.95
10133.62,1970,239,17.95
10138.70,1835,218,17.95
10143.78,2114,261,17.95
10148.85,2569,330,17.95
10153.92,2537,325,17.95
10158.99,1694,197,17.95
10164.06,1897,228,17.95
10169.14,1477,164,17.95
10174.21,1370,147,17.95
10179.28,1275,133,17.95
10184.35,1172,117,17.95
10189.42,1136,112,17.95
10194.50,1102,106,17.95
10199.57,1082,103,17.95
10204.64,2537,325,17.95
10209.71,2777,362,17.95
10214.78,2140,265,17.95
10219.85,1430,156,17.95
10224.92,1625,186,17.95
10230.00,1854,221,17.95
10235.07,1640,188,17.95
10240.14,1341,143,17.95
10245.21,1872,224,17.95
